title,rating,genre,cleaned_tokens
The Cobbler,58.0,"'Fantasy', 'Comedy', 'Drama'",max skin repair shoe new york shop family generation disenchanted grind daily life max stumble upon magical heirloom allow step live customer see world new way sometimes walk another man shoe way one discover really
Fullmetal Alchemist the Movie: Conqueror of Shamballa,72.0,"'Action', 'Adventure', 'Animation', 'Drama'",munich germany two year pass since edward eric drag world leave behind country friend younger brother alphonse strip alchemical power time research rocketry together alphonse heinrich young man resemble brother hop one day find way back home effort far prove fruitless lend hand trouble gipsy girl edward throw series event wreak havoc world meanwhile world alphonse eric venture deep mystery alchemy search way reunite old brother
Welcome to Smelliville,71.0,"'Animation', 'Adventure', 'Family', 'Fantasy'",goggly family arrive municipal rubbish dump smallville must look new home never feel really welcome anywhere stink human tad goggly family dragon grasslands rundown rubbish tip small town smallville goggles feel home want stay
The Fountain,69.0,"'Drama', 'Adventure', 'Science Fiction', 'Romance'",span one thousand year three parallel story fountain story love death spirituality fragility existence world
Creepshow,69.0,"'Horror', 'Comedy'",inspire ec comic george romero stephen king bring five tale terror screen
Sleeping Beauties,45.0,"'Fantasy', 'Comedy'",awaken curse year sleep beauty sarah hunter marvel wonder new century fall love famous architect work restore castle live find enemy plot give long setup sexual desire beauty resist lustful advance men woman year shes ready explore everything everyone
"I Love You, Man",65.0,"'Comedy', 'Romance'",peter heaven successful real estate agent upon get engage woman dream gooey discover dismay chagrin male friend close enough serve best man peter immediately set rectify situation embark series bizarre awkward mandate
Zoey's Extraordinary Christmas,67.0,"'TV Movie', 'Comedy', 'Music', 'Drama'",first holiday without father zoey attempt create magical christmas family like one mitch use
Mia and the White Lion,73.0,"'Adventure', 'Family', 'Drama'",young girl london move africa parent befriend lion cub
Iron Man & Captain America: Heroes United,63.0,"'Adventure', 'Animation', 'Action'",iron man captain america battle keep red skull triggerman taskmaster unleash army hydra brutes world sequel film iron man hulk heroes unite feature iron man team captain america come accompany film captain america winter soldier
A Chinese Odyssey Part Two: Cinderella,75.0,"'Comedy', 'Fantasy', 'Action', 'Adventure', 'Romance'",sequel pandora box continue director jeffrey laws adaptation buddhism saga journey west strand five century past joker monkey king must battle variety monster seductive woman superpowered villain save die pak jingling
All Ladies Do It,46.0,"'Comedy', 'Drama'",diana roman wife happily marry sympathetic paolo keen play benign game seduction men resist advance chic lingerie shop owner silvio narrate adventure paolo order stimulate otherwise monotonous sexual life however influence lesbian friend antoinette raunchy sister nadia diana start move ongoing paolo still prone believe event narrate merely fantasy
Police Academy 6: City Under Siege,51.0,"'Comedy', 'Crime'",favourite police men call together deal gang rob bank jeweler use various talent well extraordinary luck crook stand chance men woman blue
Beethoven's 2nd,55.0,"'Family', 'Comedy'",beethoven back time whole brood he meet canine match missy father family problem missy owner regina want sell puppy tear clan apart beethoven newton kid save day keep everyone together
Miami Vice,60.0,"'Action', 'Crime', 'Thriller'",case involve drug lord murder south florida take personal turn undercover detective sonny rocket ricardo tubes unorthodox rocket get involve romantically wife trafficker arm drug tubes deal assault love
Soldier,64.0,"'Science Fiction', 'Action'",sergeant todd veteran soldier elite group arm force defeat new breed genetically engineer soldier dump waste planet leave dead soon interact group crash survivor lead peaceful existence peace break new soldier land planet eliminate colony sergeant todd must defend
Universal Soldier: Day of Reckoning,55.0,"'Action', 'Science Fiction', 'Thriller'",wife daughter murder home invasion widower name john find army universal soldier relentless pursuit lead mysterious leader promise set unions free condition
Dante's Peak,62.0,"'Action', 'Adventure', 'Drama', 'Thriller'",volcanologists harry dalton come sleepy town dante peak investigate recent rumble dormant volcano burg name long worst fear realize massive eruption hit immediately harry mayor townspeople find fight live amid catastrophic nightmare
The Insects Unlisted in the Encyclopedia,70.0,'Comedy',freelance writer give bizarre assignment sexy editor black book monthly find bug power bring human back dead order report trusty companion endo tow set quest elusive insect along way meet mysterious yoko former dominatrix habitual delight rub wasabi wound
Safe House,64.0,"'Action', 'Thriller'",dangerous cia renegade resurface decade run safe house he remand attack mercenary rookie operative escape unlikely ally must stay alive long enough uncover want dead
Faster,63.0,"'Crime', 'Drama', 'Action', 'Thriller'",year prison driver free man single focus hunt people responsible brutally murder brother
Homeward Bound: The Incredible Journey,69.0,"'Adventure', 'Comedy', 'Drama', 'Family'",remake popular disney classic time feature well know voice two dog cat trek across america encounter sort adventure quest reunite owner
Patriot Games,67.0,"'Drama', 'Action', 'Thriller', 'Crime'",cia analyst jack ryan interfere ira assassination renegade faction target jack family revenge
Leprechaun Returns,59.0,"'Horror', 'Fantasy', 'Comedy'",group unwitting sorority sister accidentally awaken leprechaun build sorority house hunt ground
Open Range,72.0,"'Western', 'Action', 'Drama'",former gunslinger force take arm cattle crew threaten corrupt lawman
Hey Arnold! The Jungle Movie,77.0,"'Family', 'Comedy', 'Animation', 'Adventure'",trip san lorenzo take turn bad arnold classmate hope get home retrace dangerous path lead arnold parent disappearance
Wizards of Waverly Place: The Movie,66.0,"'Family', 'TV Movie', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Action'",young wizard accidentally conjure spell put family jeopardy
Dracula 2000,52.0,"'Thriller', 'Horror', 'Action', 'Fantasy'",abraham van helsing tangle count dracula past work english antique dealer simon vampire hunter train apprenticeship
Once Upon a Time in China II,71.0,"'Action', 'Comedy'",wong feihong face white lotus society fanatical cult seek drive european china violence even attack chinese follow western way wong must also defend do sun at sen revolutionary military
S.W.A.T.,75.0,"'Action', 'Crime', 'Drama'",story center chinese special police unit hard train first mission
Adventures in Babysitting,73.0,"'TV Movie', 'Comedy', 'Family'",two teen rival babysitter jenny lola team hunt one kid accidentally run away big city without supervision
Pokémon the Movie: White - Victini and Zekrom,67.0,"'Animation', 'Family', 'Adventure', 'Drama', 'Fantasy'",kingdom people earth rule land remain sword earth city satoshi iris dent arrive harvest festival pokemon tournament meet legendary pokemon victim wish share power victory someone elsewhere city descendant people earth name died grail arrive seek revive kingdom power sword earth bring back power land satoshi friends must stop destroy land along victim
The Punisher,57.0,"'Action', 'Thriller'",avenge angel marvel comic fame come brilliantly life sear thriller doll star frank castle veteran cop lose entire family mafia car bomb partner believe castle survive blast become punisher live sewer exact vigilante violence mob boy throughout city populace catch midst gang war cause castle must emerge shadow save innocent
Sabotage,56.0,"'Action', 'Drama', 'Thriller', 'Crime'",john preacher wharton lead elite dea task force take world deadly drug cartel team successfully execute raid cartel safe house think work do onlyone team member mysteriously start eliminate body count rise everyone suspect
This Means War,61.0,"'Action', 'Comedy', 'Romance'",two top cia operative wage epic battle one another discover date woman
Single All the Way,64.0,"'Romance', 'Comedy', 'Drama'",desperate avoid family judgment perpetual single status peter convince best friend nick join holiday pretend there relationship peter mother set blind date handsome trainer jam plan go awry
Crazy Hong Kong,45.0,"'Adventure', 'Comedy'",early near cast three unofficial sequel continue aspect first two film
50/50,71.0,"'Comedy', 'Drama'",inspire true story comedy center yearly guy learn cancer diagnosis subsequent struggle beat disease
The Death of Superman,75.0,"'Science Fiction', 'Animation', 'Action', 'Drama'",hulk monster arrive earth begin mindless rampage justice league quickly call stop soon become apparent superman stand monstrosity
Barbie & Her Sisters in the Great Puppy Adventure,73.0,"'Family', 'Animation', 'Adventure'",barbie sister skipper statie chelsea adorable new puppy friend find unexpected mystery adventure return hometown willow go mementos grandmas attic sister discover old map believe lead longest treasure bury somewhere town puppy pal tow four girl go excite treasure hunt along way discover great treasure love laughter share sister
Beyond the Edge,54.0,"'Adventure', 'Fantasy', 'Action'",contemporary moscow talented gambler gather team people supernatural power win big casino find much strong mystical rival
Ladyhawke,70.0,"'Adventure', 'Comedy', 'Fantasy'",captain etienne navarro man whose shoulder lie cruel curse punish love navarro must become wolf night whilst lover lady isabel take form hawk day together thief philippe gaston must try overthrow corrupt bishop break spell
Men on the Verge of a Nervous Breakdown,55.0,'Comedy',seven men age nothing common apart fact verge nervous breakdown meet lonely sta tion unusual course wild suppose get back foot step boot camp design eccentric feisty female coach aim reveal task seem tough one especially nothing go plan men
Catwoman,46.0,"'Action', 'Fantasy', 'Mystery', 'Crime'",shy woman endow speed reflex sense cat walk thin line criminal hero even detective doggedly pursue fascinate persona
Teen Titans: Trouble in Tokyo,78.0,"'Action', 'Animation', 'Family', 'Science Fiction', 'TV Movie'",americas cool hero teen titan go tokyo track mysterious japanese criminal
Get Him to the Greek,60.0,"'Adventure', 'Comedy', 'Music'",pinnacle record perfect plan get sink company back track comeback concert la feature aldous snow fade rockstar drop radar recent year record company intern baron green face monumental task bring idol control rock star aldous snow back la comeback show
Mom and Dad,54.0,"'Thriller', 'Horror', 'Comedy'",suburban community mom dads one mysteriously feel irresistible impulse attack kill offspring
Star Trek IV: The Voyage Home,72.0,"'Science Fiction', 'Adventure'",red century mysterious alien power threaten earth evaporate ocean destroy atmosphere frantic attempt save mankind kirk crew must time travel back san francisco find world punk pizza bus alien anything theyve ever encounter far reach galaxy thrill star trek adventure
Battle Angel,68.0,"'Animation', 'Action', 'Science Fiction'",travel bounty hunter cyborg healer ido one day discover repair remnant cyborg name rally though posse body young woman rally embody idol sophisticate lethal cybernetic skill preternaturally strong amnesiac rally begin forge life world every day struggle survival
Lu Over the Wall,71.0,"'Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Music'",small fish village gloomy middle school student name kai meet mermaid name lu
Practical Magic,67.0,"'Romance', 'Comedy', 'Fantasy'",sally gillian owen bear magical family mostly avoid witchcraft gillian vicious boyfriend jimmy angelo die unexpectedly owens sister give crash course hard magic policeman gary wallet grow suspicious girl struggle resurrect angelo unwittingly inject corpse evil spirit threaten end family line
Endangered Species,59.0,"'Thriller', 'Action'",jack haley take wife adult kid friend dream vacation kenya venture alone wilderness park safari van flip angry rhino leave injure desperate two go search rescue bloody vicious encounter leopard clan hyena incite desperate fight survival
Pokémon the Movie: Kyurem vs. the Sword of Justice,64.0,"'Family', 'Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction'",ash two friend iris clan help elder battle powerful pokemon name kure test become sacred swordsman
The Adventures of Buckaroo Banzai Across the 8th Dimension,60.0,"'Science Fiction', 'Comedy', 'Adventure', 'Romance'",musician buckaroo banzai band men hong kong cavalier take evil alien invader the dimension
Saludos Amigos,59.0,"'Animation', 'Family', 'Adventure'",segment show member disney staff tour south america record impression sketch segue four animate section lake depict tourist donald duck trouble stubborn llama pedro tell little mail plan adventure fly treacherous andes el gaucho goofy transplant american cowboy argentine pampas squarely basil jose carioca show donald sight sound rio de janitor
They Call Me Jeeg,74.0,"'Crime', 'Drama', 'Action', 'Science Fiction'",accidentally come contact radioactive waste smalltime crook enzo gain superpower misanthropic introvert brute use new power personal gain meet alyssa mentally challenge girl believe enzo hero favorite japanese anime series steel jeep
A Taxi Driver,81.0,"'Action', 'Drama', 'History'",may mansion taxi driver seoul live hand mouth raise young daughter alone one day hear foreigner pay big money drive city know hes german journalist hide agenda mansion take job
Good Luck Chuck,59.0,'Comedy',curse since childhood dentist charlie logan find right woman even bad learn girlfriends find true love man meet relationship end hear charlies reputation charm woman line quick tryst charlie meet woman dream must find way break curse risk lose next man meet
Push,61.0,"'Science Fiction', 'Action'",father assassin brutally murder nick gant vow revenge division covert government agency dabble psychic warfare experimental drug hide hong songs underworld nick assemble band rogue psychic dedicate destroy division together cassie teenage clairvoyant nick go search miss girl steal suitcase could key accomplish mutual goal
Justice League: Crisis on Two Earths,73.0,"'Action', 'Adventure', 'Animation', 'Science Fiction'",heroic version lex luthor alternate universe appear recruit justice league help save earth crime syndicate evil version league ensue ultimate battle good versus evil war threaten planet devious plan launch batman counterpart oilman put balance existence peril
Go for It,69.0,"'Adventure', 'Action', 'Comedy'",doug pick hitchhike rocco truck mistake two bank robber traffic police manage escape confuse two secret agent try take flight airport
The Last Warrior,69.0,"'Fantasy', 'Family', 'Adventure', 'Action', 'Comedy'",ivan ordinary guy transfer modern moscow fantasy world parallel universe character russian fairy tale live magic integral part daily life argument settle help sword unexpectedly ivan find middle battle good evil must discover everyone think must play main role upcoming event
Funny People,58.0,"'Comedy', 'Drama'",famous wealthy funnyman george simmons doesn't give much think treat people doctor deliver stun health news force george reevaluate priority little help aspire standup comic ira
Codename: Kids Next Door - Operation Z.E.R.O.,81.0,"'Animation', 'Science Fiction', 'TV Movie', 'Adventure', 'Family', 'Comedy', 'Fantasy', 'Mystery'",villain kid next door lead father join force resurrect ultimate evil grandfather tyrant rule world many year ago villains kid however father disgrace cant even try destroy and villain quickly betray turn senior creatures immortal transform live creature one slave force make tapioca refuel grandfather find destroy book and
Kagemusha,78.0,"'Action', 'Drama', 'History', 'War'",akira laud feudal epic present tale petty thief recruit impersonate shingen age warlord order avoid attack compete clan shingen die general reluctantly agree impostor take powerful ruler soon begin appreciate life shingen commitment role test must lead troop battle force rival warlord
Crocodile Dundee II,58.0,"'Adventure', 'Comedy'",australian outback expert protect new york love gangster whole follow
Boso Dos,0.0,"'Comedy', 'Thriller'",detail
MouseHunt,65.0,"'Comedy', 'Family'",luck brother lars ernie stunt arent happy crumble old mansion inherit discover estate worth million cash rid house single stubborn occupants tiny tenacious mouse
Slam Dunk 2: National Tournament,47.0,"'Drama', 'Animation', 'Comedy'",second film series happen the round qualify game tsuzuku high film feature original character include today old friend aka figures range wild showoff love haruka quarrel samurai coach former pupil
Crazy Love,61.0,"'Comedy', 'Romance', 'Drama'",suppose summer school england become adventurous exotic romantic journey beautiful teenage girl tai send catalog nice story depend viewpoint young woman short journey discovery
National Lampoon's Van Wilder,60.0,"'Comedy', 'Romance'",van wilder attend college far many year scar graduate van father eventually realize go stop pay son tuition fee van must come money want stay college friends come great fundraiser idea throw party however college magazine find reporter gwen send story van wilder thing get little complicate
Shottas,76.0,"'Action', 'Adventure', 'Crime', 'Drama'",raw urban drama two friend raise dangerous street kingston jamaica big's wayne take shota way life survive young boy begin life crime eventually move u begin ruthless climb bottom remain bind shots loyalty aggressively take control jamaican underworld
13: The Musical,61.0,"'Family', 'Drama', 'Comedy'",move new york city indiana year old navigate parent divorce spend bar mitzvah new school social circle
Killer Bean Forever,73.0,"'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Mystery', 'Thriller'",thing go bad beatdown top assassin killer bean call cleanup mess detective cromwell find middle killer bean mob boy cappuccino
Agent Cody Banks,54.0,"'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Romance'",recruit u government special agent nerdy teenager cody bank must get close cute classmate natalie order learn evil plan hatch father despite agent persona cody struggle teen angst
"It's Not You, It's Me",72.0,"'Drama', 'Comedy', 'Romance'",javier se ha casino con mara el amor de su vida ahora lo nico que desa e estar feliz con ella el resto de su vida pero el destiny se la quite poco despues de la body ahora javier est en sus emotions mo scepter la muerte de su mujer para el amor
"Twinkle, Twinkle, Lucky Stars",68.0,"'Action', 'Comedy'",third installment lucky star series follow winner sinner lucky star team release prison play detective order stop ruthless gang ruin reputation take live key witness upcoming trial must battle way help muscle take bad guy
Fried Green Tomatoes,77.0,"'Drama', 'Comedy'",amidst personality crisis southern housewife evelyn couch meet ninny outdo old woman tell story die ruth jason two young woman experience hardship love whistle stop alabama
Twitches,67.0,"'Comedy', 'Drama', 'Family', 'Fantasy', 'TV Movie'",twin separate birth carry alex meet chance first time it birthday discover there witch power save homeland coventry evil threaten carry leave alex face darkness alone coventry doom sister multiply magic stand together
The Monkey King 2,58.0,"'Action', 'Adventure', 'Fantasy'",take place year havoc heaven tang priest appoint buddha go west fetch sacred scripture accidentally free monkey king lady white aim break team assemble defeat monkey king must fight order save world
Shark: The Beginning,68.0,'Action',bully teenager lock juvenile detention center due unexpected accident meet mix martial art champion break limit
Pursuit,55.0,"'Action', 'Crime', 'Thriller'",detective resin cross path hallway ruthless hacker desperate find wife kidnap drug cartel hallway escape police custody resin join force nonsense female cop reclaim prisoner hallways father somehow involve explosive situation
The Great Battle,73.0,"'War', 'History', 'Action'",kingdom ancient korea ruthless emperor tailing tang invade country lead army towards capital achieve one victory another way stronghold andi protect general yang machu everything possible stop invasion even troop outnumber thousand enemy
Avengement,68.0,"'Crime', 'Action'",prison furlough lowly criminal evade guard return old stomp grind take revenge people turn cold blood killer
Moonshot,73.0,"'Comedy', 'Romance', 'Science Fiction'",future mar terraformed colonize best humanity offer two different college student wind join force sneak onboard space shuttle red planet order unite significant others
Cha Cha Real Smooth,72.0,"'Comedy', 'Drama', 'Romance'",fresh college stick new jersey home without clear path forward yearly andrew begin work party starter brat strike unique friendship young mom teenage daughter
Soul Plane,53.0,"'Romance', 'Comedy'",follow ridiculously awful flight lead pet death nathan wade file lawsuit airline win settlement determine create good fly experience nathan start airline one cater clientele go business plane pilot smooth capt mack airline hit snag deal family elvis hunker
Ben 10 Versus the Universe: The Movie,78.0,"'Animation', 'Action', 'Adventure', 'Science Fiction'",blast ben past return double damage team tennyson planet earth force ben go interstellar save day
*batteries not included,67.0,"'Science Fiction', 'Comedy', 'Family', 'Fantasy'",soon demolish block apartment resident resist criminal method use force leave greedy tycoon build new skyscraper tiny mechanical alien land recharge decide stay help
Wanderlust,55.0,"'Comedy', 'Romance'",rattle sudden unemployment manhattan couple survey alternative live option ultimately decide experiment live rural commune free love rule
The Spy Who Dumped Me,64.0,"'Action', 'Comedy'",couple best friend unwittingly become entangle international conspiracy one boyfriend show apartment team deadly assassins trail
A Perfect Getaway,63.0,"'Thriller', 'Mystery', 'Adventure'",honeymoon newlywed cliff sydney head tropical island hawaii journey countryside couple encounter kale cleo two disgruntled hitchhiker nick gina two wild spirit help guide lush jungle picturesque waterfall scenic mountainside quickly give way terror cliff sydney learn grisly murder occur nearby realize there follow chance acquaintance suspiciously fit description killer
That's Amor,51.0,"'Romance', 'Comedy'",job relationship implode day sofia start scratch meet dash spanish chef might miss ingredient
Transformers: Prime Beast Hunters: Predacons Rising,83.0,"'Action', 'Animation', 'Science Fiction'",autobots decepticons predating predators form unlikely alliance battle resurrect unicorn
Scooby-Doo! and the Goblin King,79.0,"'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music'",shaggy must go underworld rule goblin king order stop mortal name amaze krusty want power threat pal fred velma daphne
So Undercover,62.0,"'Action', 'Comedy'",fbi hire go undercover college sorority molly morris miley cyrus must transform tough streetwise private investigator refine sophisticate university girl help protect daughter onetime mobster several suspect list molly unexpectedly discover everyone appear include
Harold & Kumar Go to White Castle,65.0,"'Comedy', 'Adventure'",nerdy accountant harold irrepressible friend kumar get stone watch television find utterly bewitch commercial white castle convince must one nearby two set odyssey take deep new jersey somehow boys manage run afoul rednecks cop even neil patrick harris get anywhere near beloved slider
Osmosis Jones,65.0,"'Adventure', 'Animation', 'Action', 'Comedy', 'Family'",white blood cell policeman help cold pill must stop deadly virus destroy human live frank
Hunter x Hunter: Phantom Rouge,71.0,"'Animation', 'Adventure', 'Fantasy', 'Action'",gon kill lori reunite face dangerous opponent member phantom troupe
The Final Countdown,66.0,"'War', 'Action', 'Science Fiction'",routine manoeuvre near hawaii uss limit catch strange storm throw ship back time mere hour japanese attack pearl harbor
Sex Drive,63.0,"'Comedy', 'Adventure', 'Romance'",high school senior drive best friend hook babe meet online
They Call Me Trinity,76.0,"'Action', 'Comedy', 'Western'",simple story pair come rescue mormon major harridan send bully harass give fertile valley trinity bambino manage save mormon send bad guy pack slapstick humor instead excessive violence save day
Species III,53.0,"'Science Fiction', 'Action', 'Horror'",deliver child ambulance alien eve kill fortunately do abbot scoop baby alien escape time baby grow gorgeous blonde name sara begin quest find worthy mate sara also savage leave trail death wake carnage make chemistry student dean question whether help race
The Kid Who Would Be King,61.0,"'Action', 'Adventure', 'Fantasy', 'Family'",magic meet modern world young alex stumble upon mythical sword excalibur soon unite friend enemies become knight join force legendary wizard merlin together must save mankind wicked enchantress morgan army supernatural warrior
Christopher Robin,73.0,"'Adventure', 'Comedy', 'Family', 'Fantasy'",christopher robin boy countless adventure hundred acre wood grow lose way spirit loveable stuff animal winnie pooh tigger piglet rest gang rekindle friendship remind endless day childlike wonder nothing best something
Max Payne,54.0,"'Crime', 'Action', 'Drama', 'Thriller'",dea agent whose family slay part conspiracy assassin avenge sister death join force solve series murder new york city
New Initial D the Movie - Legend 2: Racer,82.0,"'Animation', 'Drama', 'Action'",plan film trilogy retell begin story original carrying manga high school student takumi work gas station attendant day delivery boy father tofu shop late night little know precise drive skill father modify tooth sprinter ae true make best amateur road racer it kinds highway race group gunman prefecture issue challenge takumi see really take road legend
The Last Stand,60.0,"'Action', 'Crime', 'Thriller'",ray owens sheriff quiet u border town junction leave lapd follow bungle operation follow escape fbi notorious drug baron gang hostage head toward junction police prepare make last stand intercept cross border owen reluctant become involve ultimately join law enforcement effort
DragonHeart,65.0,"'Fantasy', 'Action', 'Adventure', 'Drama'",ancient time majestic soar sky knight name bowel come face face heart heart last dragon earth drago take arm suppress tyrant king bowel soon realize task harder hed imagine kill king drago die well
Iron Man: Rise of Technovore,58.0,"'Science Fiction', 'Animation', 'Action'",iron man enlist help ruthless vigilante punisher track war machine murderer he pursue shield agent black widow hawkeye suspect involvement recent terrorist plot
Solomon Kane,60.0,"'Adventure', 'Fantasy', 'Action'",nomadic the century warrior condemn hell brutal past seek redemption renounce violence find thing worth burn fight free young puritan woman grip evil
A Christmas Story,73.0,"'Comedy', 'Family'",comic mishap adventure young boy name ralph try convince parent teacher santa red ryder be gun really perfect christmas gift
Patch Adams,73.0,"'Comedy', 'Drama'",true story do hunter patch adam find humor best medicine will anything make patient mean risk career
Universal Soldier: The Return,58.0,"'Action', 'Science Fiction'",luc heroic former universal soldier throw action seth decide take revenge destroy creator luc stop hell break loose luc battle seth deadly team perfect soldier struggle pit man machine good evil
A Man Called Ove,76.0,"'Comedy', 'Drama'",despite depose president condominium association grumpy yearly ove continue watch neighbourhood iron fist pregnant family move terrace house opposite ove accidentally back over mailbox set series unexpected change life
Zombies,40.0,"'Horror', 'Comedy'",run zombie couple begin relationship issue
The Wonderful Winter of Mickey Mouse,54.0,"'Animation', 'Comedy'",wonder winter season take mickey mouse friends journey three magical story
Trolls Holiday,67.0,"'Adventure', 'Animation', 'Family', 'Fantasy'",eternally optimistic poppy queen troll learn bergens long holiday calendar enlist help branch rest gang delightfully quirky mission fix something bergens dont think break
Forbidden Empire,59.0,"'Thriller', 'Adventure', 'Mystery', 'Fantasy', 'Horror', 'Science Fiction'",early the century cartographer jonathan green undertake scientific voyage europe east pas transylvanian cross carpathian mountain find small village lose impossible wood nothing chance heavy fog could bring curse place people live resemble people traveler saw villager dig deep moat fend rest world share naive belief could save evil fail understand evil make nest souls wait opportunity gush upon world
The Island of Dr. Moreau,48.0,"'Science Fiction', 'Horror', 'Fantasy', 'Drama', 'Comedy'",shipwreck sailor stumble upon mysterious island shock discover brilliant scientist lab assistant find way combine human animal dowith horrific result
Eight Below,70.0,"'Adventure', 'Drama', 'Family'",antarctic expedition do davis mclaren sled dog trainer jerry shepherd leave polar base colleague due proximity heavy snow storm tie dog rescue mission dog leave alone fortune six month jerry try find sponsor rescue mission
Dogma,69.0,"'Fantasy', 'Comedy', 'Adventure'",late battle eternal war good evil come new jersey late late the century angel demon apostle prophet sort walk among cynic innocent america duke fate humankind
The Monkey King 3,54.0,"'Action', 'Adventure', 'Fantasy'",third installment blockbuster fantasy series see return monkey king adventure yet continue epic journey west monkey king companion take captive queen land believe part ancient prophecy herald fall kingdom lot sorcery little bite charm traveler devise plan escape trickery anger mighty river god realize might bring foretell destruction unless find way quell wrath
Last Looks,60.0,"'Action', 'Crime', 'Thriller'",disgrace except seek solace move wood quiet life come end private eye recruit investigate murder eccentric to star wife
Moxie,74.0,"'Comedy', 'Drama', 'Music'",inspire mom rebellious past confident new friend shy yearly publish anonymous fine call sexism school
Small Soldiers,65.0,"'Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action'",missile technology use enhance toy action figure toy soon begin take battle program seriously
One Piece: Chopper's Kingdom on the Island of Strange Animals,67.0,"'Action', 'Animation', 'Adventure'",straw hat pirate sail grand line line geyser erupt go merry whole crew find fly island unfortunately chopper fell ship separate friend fluffy others land side island chopper meanwhile find worship islands new king animal make matter bad trio human horn hunter island leader count butler violin eat human want eat island treasure inherit immense power fluffy rest able prevent count terrorize island able convince pirate bad
When We First Met,66.0,"'Comedy', 'Romance', 'Fantasy'",noah spend perfect first night girl dream avery get relegate friend zone spend next three year wonder go wrong get unexpected chance travel back time alter night fate
Scooby-Doo! Pirates Ahoy!,77.0,"'Fantasy', 'Animation', 'Comedy', 'Family', 'Mystery', 'Adventure'",ghost pirate attack cruise ship scooby gang vacation
Two Is a Family,77.0,"'Drama', 'Comedy'",man without attachment responsibility suddenly find abandon baby leave london try find mother eight year later daughter become inseparable gloria mother reappear
Sailor Moon SuperS: The Movie: Black Dream Hole,81.0,"'Animation', 'Fantasy', 'Action', 'Romance', 'Comedy'",wicked come capture earth child gain enough power absorb planet black dream hole black dream hole castle absorb dream energy child child kidnap large dream hole get sailor team must save earth child prevent black dream hole envelop entire planet
Miss March,55.0,"'Comedy', 'Romance'",young man awaken fouryears coma hear virginal highschool sweetheart since become centerfold one world famous men magazine best friend decide take road trip order crash party magazine legendary mansion headquarter win back girl
The Sisters Brothers,68.0,"'Comedy', 'Drama', 'Western'",oregon hermann kermit warm chemist aspire gold prospector keep profitable secret commodore want know send sister brother two notorious assassin capture way california
The Nanny Diaries,63.0,"'Comedy', 'Drama', 'Romance'",college graduate go work nanny rich new york family ensconced home juggle dysfunction new romance spoil brat charge
Django,72.0,"'Action', 'Western'",gunslinger prostitute become embroil bitter feud merciless mask clan band mexican revolutionary
Feel the Beat,77.0,"'Comedy', 'Music', 'Drama'",fail make broadway april return hometown reluctantly begin train misfit group young dancer competition
Thunderbolt,65.0,"'Action', 'Thriller'",order release kidnap sister sport car mechanic jackie chan beat street racer
Over the Top,63.0,"'Action', 'Drama'",sylvester stallone star hardtack bigwig trucker lincoln hawk take u glare las vega light boisterous action world championship rely wits willpower hawk try rebuild life capture fireplace prize money love son abandon year earlier keep rich ruthless
Sailor Moon S the Movie: Hearts in Ice,79.0,"'Animation', 'Fantasy', 'Action', 'Romance', 'Comedy'",usage friend enjoy christmas vacation unusual fierce snowstorm hit town evil snow queen kahuna return claim earth crucial queen plan magical crystal outer space approach earth disguise comet get hold crystal power suck away life energy cover earth ice sailor moon find crystal queen kahuna power enough save earth permanent winter hope lie legendary ultimate scout power
A Score to Settle,60.0,"'Action', 'Thriller', 'Drama'",former mob enforcer release prison serve year crime didn't commit set path revenge people wrong
Where Eagles Dare,76.0,"'Action', 'Adventure', 'War'",world war ii rag american general capture hold hostage schools aller bavarian castle thats nearly impossible breach group skilled ally soldier liberate general late
Seven Years in Tibet,72.0,"'Adventure', 'Drama', 'History'",austrian mountaineer heinrich harder journey himalayan without family head expedition world war ii break arrogant harder fall ally force hand prisoner war escape fellow detainee make way llamo tibet meet yearly dalai lama whose friendship ultimately transform outlook life
SuperFly,68.0,"'Action', 'Crime'",career criminal youngblood priest want atlanta drug scene ramp sale one little slip threaten bring whole operation make exit
Legend Quest: The Legend of the Guanajuato Mummies,79.0,"'Animation', 'Horror', 'Adventure', 'Comedy', 'Family'",leo san juan return face mummy
Critters 2,60.0,"'Comedy', 'Horror', 'Science Fiction'",batch unhatched critter egg mistake easter egg inhabitant groves bend long ferocious furball rampage
The Tower,70.0,"'Action', 'Drama'",christmas eve tower sky build complex white christmas party hold dazzle equally higher tenant vip guest dash manager build single father force cancel plan daughter hana work event christmas save food mall manager secret crush dash offer babysit hana party meanwhile young legendary fire chief youdo station finally promise first holiday date night long suffer wife party full swing spectacular sight two helicopter fly overhead spray snow partygoers make everything perfect unthinkable disaster strike dash young must summon strength courage save live thousand cost love one
Overdrive,61.0,"'Thriller', 'Action', 'Mystery'",master car thieve square french gangster south france money woman live line
